preprocessedSmiles;Molecule ChEMBL ID;y_true_label
O=C(c1c(Cl)cccc1C(F)(F)F)c1nc(C2=CCC(C(=O)O)CC2)c2ccccn12;CHEMBL3598150;0
O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3Cl)n3c2CCCC3)c(F)c1;CHEMBL3596273;0
COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc1;CHEMBL226512;0
CCC(C(=O)Nc1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1;CHEMBL601861;1
CCC(NC(=O)c1ccc2c(c1)cc(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1;CHEMBL602263;1
CCC(NC(=O)c1ccc2c(c1)c(SC)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1;CHEMBL606422;1
CCCc1cc(Oc2ccc(O)cc2)ccc1OCCCOc1cccc(-c2sc(=O)[nH]c2O)c1;CHEMBL2037010;1
CC1(C(=O)O)CCc2ccc(OCCCOc3ccc(C4CCCC4)cc3Cl)cc2O1;CHEMBL367891;0
COc1ccccc1CNC(=O)c1ccc(Cl)c(C(=O)Nc2ccccc2)c1;CHEMBL5282181;0
CCCc1cc(Oc2ccccc2)ccc1OCCCOc1cccc(-c2sc(=O)[nH]c2O)c1;CHEMBL94306;1
Cc1cccc(Nc2cc(Cl)nc(SC(C(=O)O)c3cccc4ccccc34)n2)c1C;CHEMBL455936;0
CCCc1cc(Oc2ccc(NS(C)(=O)=O)cc2)ccc1OCCCOc1ccc(-c2sc(=O)[nH]c2O)cc1;CHEMBL53688;0
Cc1oc(-c2ccccc2)nc1CCOc1cccc(CCC2CN(C(=O)Oc3ccccc3)CC2C(=O)O)c1;CHEMBL3398456;1
CCOC(Cc1ccc2c(ccn2Cc2nc(-c3ccccc3)oc2C)c1)C(=O)O;CHEMBL209546;1
COc1ccc2c(c1)c(Cc1cccc(OC(C)(C)C(=O)O)c1)c(C)n2C(=O)c1ccc(Cl)cc1;CHEMBL181141;1
Cc1oc(-c2ccccc2)nc1CCOc1ccc(OCC(=O)O)cc1;CHEMBL294807;0
CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(C(C)c2ccccc2)c1=O;CHEMBL356170;0
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccc3ccccc3c2)cc1;CHEMBL396696;0
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccc3c(c2)OCO3)cc1;CHEMBL247720;0
CCCc1c(OCCCOc2cccc3c2ccn3C(CC)C(=O)O)ccc2c(C(F)(F)F)noc12;CHEMBL411423;0
Cc1oc(-c2ccccc2)nc1CCOc1cccc(CN(CC(=O)O)Cc2ccc3ccccc3c2)c1;CHEMBL394967;1
CCCc1c(OCCCOc2ccc3ccn(CC(=O)O)c3c2)ccc2c(C(F)(F)F)noc12;CHEMBL175310;0
CN(CC=Cc1ccc(CC(C(=O)O)n2cccc2)cc1)c1ccccc1;CHEMBL513904;0
Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NC(C)c3ccc(Cl)cc3Cl)cc12;CHEMBL3699430;1
Cc1cc(OCc2cc(-c3ccc(Cl)cc3)on2)cc2scc(CC(=O)O)c12;CHEMBL391085;0
CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)OC(CC)(C(=O)O)CC2;CHEMBL110743;1
NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)O;CHEMBL476008;0
O=C(O)C(Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1;CHEMBL451321;1
Cc1c(C)n(Cc2cccc(OC(C)C(=O)O)c2)c2ccc(C(=O)NC(C)c3ccc(Cl)cc3)cc12;CHEMBL3678154;1
COc1ccc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1OC;CHEMBL3695781;1
Cc1c(C)n(Cc2ccc(-c3ccccc3C#N)cc2)c2ccc(C(=O)NC(C)c3ccc(Br)cc3)cc12;CHEMBL3695788;1
CCC(NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)c1ccccc1;CHEMBL3695789;1
Cc1c(Cc2cccc(OC(C)C(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1-c1ccccn1;CHEMBL373142;1
COc1ccc2nc(-n3c(C)c(Cc4cccc(OC(C)C(=O)O)c4)c4cc(OC(F)(F)F)ccc43)ccc2c1;CHEMBL370747;1
COc1ccc(N2C(=O)C(Cc3cccc(OCCc4nc(-c5ccccc5)oc4C)c3)C2C(=O)O)cn1;CHEMBL272962;1
Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2C(=O)N(c3ccc(F)cc3)C2C(=O)O)c1;CHEMBL271739;1
CCC1(C(=O)O)Cc2cc(OCCCOc3ccc(SC(F)(F)F)cc3Cl)ccc2O1;CHEMBL425725;0
COC(Cc1ccc(C#CCCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O;CHEMBL182230;1
CC(C)c1cccc(-n2c(C(=O)O)c(Oc3ccc(C(F)(F)F)cc3)c3ccccc32)c1;CHEMBL197637;1
O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3ccccc23)cc1;CHEMBL3598141;0
O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3c2CCCC3)cc1;CHEMBL3598142;0
COc1cccc(Cl)c1C(=O)c1nc(-c2ccc(C(=O)O)cc2F)c2n1CCCC2;CHEMBL3596275;0
CCCCCC=C(CC=CCCCCCCCC(=O)O)[N+](=O)[O-];CHEMBL554608;1
Cc1cc(-c2nnco2)ccc1NC(=O)c1cc(C(=O)NCc2ccc(F)c(F)c2)c(F)cc1Cl;CHEMBL5273393;1
CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(S(C)(=O)=O)c3)c3ccc(Cl)nc32)cc1;CHEMBL197823;1
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC2CN(C(=O)Oc3ccccc3)CC2C(=O)O)cc1;CHEMBL3398459;1
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2CN(c3ncccn3)CC2C(=O)O)cc1;CHEMBL3398448;0
CCC(NC(=O)c1ccc2c(ccn2Cc2ccc(-c3ccccc3C(=O)O)cc2)c1)c1ccccc1;CHEMBL3695855;1
CCC(NC(=O)c1ccc2c(c1)c(C)cn2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1;CHEMBL3695857;1
Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)NC(C)c3c(Cl)cccc3Cl)cc12;CHEMBL3695865;1
Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)NC(C)c3ccccn3)cc12;CHEMBL3695867;1
Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)NC(c3cccc(C(C)C)c3)C(C)C)cc12;CHEMBL3695880;1
Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)NC(C)c3ccc(C(C)C)cc3)cc12;CHEMBL3695886;1
Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)NCc3ccc(F)cc3F)cc12;CHEMBL3695887;1
Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)NC(C)c3ccnc4ccccc34)cc12;CHEMBL3695902;1
Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)NC(Cc3ccccc3)c3cccc(C(C)C)c3)cc12;CHEMBL3695904;1
Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)NC(C)c3ccc(F)cc3C(F)(F)F)cc12;CHEMBL3699373;1
Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)NC(C)C3CCCN3C(=O)OCc3ccccc3)cc12;CHEMBL3699383;1
CCCc1ccc(C(C)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1;CHEMBL3699395;1
Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)N(C)C)cc2)c2ccc(C(=O)NC(C)c3cccc(C(C)C)c3)cc12;CHEMBL3699438;1
COc1cc(CC(OC)C(=O)O)ccc1OCCCOc1ccc(Oc2ccccc2)cc1;CHEMBL180504;1
CCc1ccc(OC(C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2cscn2)c1;CHEMBL241286;1
COc1ccc(CNC(=O)c2ccc3c(ccn3Cc3ccc(F)cc3F)c2)cc1OC;CHEMBL3678082;1
CC(NC(=O)c1ccc2c(ccn2Cc2ccc(F)cc2F)c1)c1ccc([N+](=O)[O-])cc1;CHEMBL3678083;1
CCCOC(=O)N(CC(=O)O)Cc1cccc(OCc2nc(-c3ccc(Cl)cc3)oc2C)c1;CHEMBL1089500;0
Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C(F)(F)F)cc4)oc3C)c2)cc1;CHEMBL1091218;0
O=C(O)COc1ccc(SCc2ccc(OCc3ccccc3)cc2)c2c1CCC2;CHEMBL234663;0
COc1ccc2c(-n3c(C)c(Cc4cc(OC(C)C(=O)O)ccc4Cl)c4cc(OC(F)(F)F)ccc43)noc2c1;CHEMBL364894;1
CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)OC(C)(C(=O)O)CC2;CHEMBL324449;1
CCCc1cc(Oc2ccc(S(C)(=O)=O)cc2)ccc1OCCCOc1ccc2c(c1)OC(CC)(C(=O)O)CC2;CHEMBL113324;1
CC1=NC(=O)NC(c2ccc(OCCCOc3cccc4[nH]c5ccccc5c34)cc2)C1C(=O)O;CHEMBL445151;1
Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2CN(c3ccccc3)CC2C(=O)O)c1;CHEMBL3398445;1
COc1ccc(C(=O)c2c(C)n(Cc3cccc(OC(C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc23)cc1;CHEMBL489651;1
Cc1c(Oc2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1ccc(Cl)c(OC(C)C(=O)O)c1;CHEMBL522772;1
CCCCN(c1cccc(-c2ccc(Cl)cc2)c1C)S(=O)(=O)c1ccc(OCC(=O)O)c(C)c1C;CHEMBL1760268;0
Cc1c(-c2ccc(Cl)cc2)cccc1N(CC1CCC1)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C;CHEMBL1760407;0
CCCCN(c1cc(-c2ccc(Cl)cc2)c(F)cc1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C;CHEMBL1760419;0
CCCc1cc(C2CCCCC2)ccc1OCCCOc1cccc(-c2oc(=O)[nH]c2O)c1;CHEMBL1783050;1
Cc1ccc(OCCCOc2ccc(CCC(=O)O)cc2)c(Cl)c1;CHEMBL1783058;0
O=S(=O)(C=Cc1ccccc1)Oc1cccc(Oc2ccccc2)c1;CHEMBL513215;1
Cc1ccc(NC(=O)c2cccc(S(=O)(=O)n3ccc4ccc(Cl)cc43)c2)c(C(=O)O)c1;CHEMBL496733;0
CCN(CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1)c1ccccn1;CHEMBL4095614;0
O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C3CC3)n3cccnc23)cc1O;CHEMBL3596279;0
CCc1ccc(OC(C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccsc2)c1;CHEMBL392063;1
CCc1ccc(OC(C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccccn2)c1;CHEMBL241471;1
O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2cc(OCc3ccccc3)ccc2n1Cc1cccc(C(F)(F)F)c1;CHEMBL385585;1
CCCCCCCCCCCCC(=CCCCC(=O)O)[N+](=O)[O-];CHEMBL569372;0
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)NCc2ccccc2)c1;CHEMBL223379;1
CCCc1cc2c(=O)n(C(C)C)oc2c(CCC)c1OC(C(=O)O)c1ccc(C(C)C)cc1;CHEMBL191556;1
CCC1(C(=O)O)Cc2cc(OCCCOc3ccc(CC(C)(C)C)cc3Cl)ccc2O1;CHEMBL190334;0
COc1ccc2ncc(-n3c(C)c(Cc4cccc(OC(C)C(=O)O)c4)c4cc(OC(F)(F)F)ccc43)cc2c1;CHEMBL365387;1
CCC1(C(=O)O)Cc2ccc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)cc2O1;CHEMBL370024;0
Cc1oc(-c2ccccc2)nc1CCOc1cccc(CN(CCc2ccccc2)CC(=O)O)c1;CHEMBL246473;1
CC(C)c1cccc(-n2c(C(=O)O)c(Oc3cccc(O)c3)c3ccccc32)c1;CHEMBL372850;1
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccccn2)cc1;CHEMBL245674;0
CCCc1cc(Oc2ccc(C3CCCC3)cc2)ccc1OCCCOc1ccc(-c2sc(=O)[nH]c2O)cc1;CHEMBL50680;1
Cc1cc(CNC(=O)c2ccc(C(F)(F)F)cc2F)cc(Oc2ccc(OC(C)(C)C(=O)O)c(C)c2)c1;CHEMBL237518;1
CCOC(=O)N1CC(CC(=O)O)C(Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C1;CHEMBL3398462;0
CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(Cc2ccc(C)cc2)c1=O;CHEMBL149676;0
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccc(-c3ccccc3Cl)o2)cc1;CHEMBL397120;1
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccc(Oc3ccccc3)cc2)cc1;CHEMBL247925;1
Cc1oc(-c2ccccc2)nc1CCOc1cccc(CN(CC(=O)O)Cc2cccc3ccccc23)c1;CHEMBL429823;1
CCc1ccc(OC(C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2cccnc2)c1;CHEMBL241472;1
CCCc1cc(Oc2ccc(F)c(C)c2)ccc1OCCCOc1cccc(-c2sc(=O)[nH]c2O)c1;CHEMBL96143;1
CCCc1cc(Oc2ccc(F)cc2)ccc1OCCCOc1cccc(-c2sc(=O)[nH]c2O)c1;CHEMBL96451;1
Cc1ccc(OS(=O)(=O)C=Cc2ccccc2)cc1;CHEMBL469939;1
Cc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCc4ccccc4C3)c2)c(C(=O)O)c1;CHEMBL485087;0
CC(C)=CCCC(C)=CCc1c(O)cc(C=Cc2ccc(F)cc2)cc1O;CHEMBL2031860;0
CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(Cc2cccc(OC)c2)c1=O;CHEMBL345721;0
CCc1ccc(OC(C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccncc2)c1;CHEMBL391283;1
CCc1ccc(OC(C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2cccs2)c1;CHEMBL241078;0
CCc1ccc(OC(C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccccc2)c1;CHEMBL393926;1
CCc1ccc(OC(C)CCOc2ccc(CCC(=O)O)c(CC)c2)c(-c2ccccn2)c1;CHEMBL241479;1
CCc1cc(OCCC(C)Oc2ccc(C(F)(F)F)cc2-c2ccccn2)ccc1CCC(=O)O;CHEMBL238970;1
CCc1ccc(OC(C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccco2)c1;CHEMBL391264;1
COc1ccc(C(C)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1;CHEMBL3695780;1
CCCc1cc2c(oc(=O)n2C)c(CCC)c1OC(C(=O)O)c1ccc(C(C)C)cc1;CHEMBL190517;1
CCCc1cc2c(oc(=O)n2C(C)C)c(CCC)c1OC(C(=O)O)c1ccccc1;CHEMBL372220;0
O=C1NC(=O)C(=Cc2ccc(N(CCOCc3ccccc3)CCOCc3ccccc3)cc2)C(=O)N1;CHEMBL3754461;0
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)Oc2cnccn2)c1;CHEMBL223350;1
CCNC(=O)c1cc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)ccc1Oc1cncc(Cl)c1;CHEMBL2331778;1
COc1ccc(C(=O)n2c(C)c(Cc3cccc(OCC#N)c3)c3cc(OC(F)(F)F)ccc32)cc1;CHEMBL191087;1
CCCc1cc(C(=O)c2ccccc2)cc(CCC)c1OC(C(=O)O)c1ccccc1;CHEMBL366207;0
CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)cc1;CHEMBL381889;1
CC1=NC(=O)NC(c2ccc(OCCn3ccc4cccnc43)cc2)C1C(=O)O;CHEMBL230565;1
COc1cccc2c1c1ccccc1n2CCOc1ccc(C2NC(=O)N=C(C)C2C(=O)O)cc1;CHEMBL388561;1
CCCCN(c1cccc(-c2ccc(Cl)cc2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(OC)c1OC;CHEMBL1760404;0
CCN(CCOc1ccc(C=C2SC(=O)NC2=O)cc1)c1ccccn1;CHEMBL4075210;0
CCN(CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1)c1nc2ccccc2s1;CHEMBL4069463;0
O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1Cc1ccccc1;CHEMBL218840;1
O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1;CHEMBL221342;1
COC(=O)c1ccccc1S(=O)(=O)NC(=O)c1c(-c2ccc(OC)cc2)c2ccccc2n1Cc1cccc(C(F)(F)F)c1;CHEMBL218258;1
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(CNC(=O)CC(C)C(=O)O)Nc2ccccc2C(=O)c2ccccc2)cc1;CHEMBL398185;1
CCCc1cc2c(oc(=O)n2CCC)c(CCC)c1OC(C(=O)O)c1ccc(C(C)C)cc1;CHEMBL192636;1
CCCc1cc2c(oc(=O)n2C(C)C)c(CCC)c1OC(C(=O)O)c1ccc(C(C)C)cc1;CHEMBL193082;1
CCCCC(=Cc1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccc(OC(F)(F)F)cc1)C(=O)O;CHEMBL4463449;0
COc1cc(C(F)(F)F)nc2ccc(COc3ccc(OCc4ccc(F)cc4)c(C=C(C)C(=O)O)c3)cc12;CHEMBL4558793;0
CCCc1cc(C(=O)CC)cc(C)c1OC(C(=O)O)c1ccc(C(C)C)cc1;CHEMBL189066;1
CCCCCC=C(CCCCCCCCCCC(=O)O)[N+](=O)[O-];CHEMBL549351;1
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(CNC(=O)c2cccc(OCCN(C)C)c2)Nc2ccccc2C(=O)c2ccccc2)cc1;CHEMBL267996;0
CCCc1c(OCCCCCOc2ccc3c(ccn3CC(=O)O)c2)ccc2c(C(F)(F)F)noc12;CHEMBL425921;0
CCCc1c(OCCC(C)CCOc2ccc3c(ccn3CC(=O)O)c2)ccc2c(C(F)(F)F)noc12;CHEMBL197221;0
Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc(S(N)(=O)=O)cc3)cc12;CHEMBL3695775;1
O=S(=O)(Nc1ccc(Oc2cnc3ccccc3c2)c(F)c1)c1ccc(Cl)cc1Cl;CHEMBL2338473;1
CC(C)=CCCC(C)=CCc1c(O)cc(C=Cc2ccccc2)cc1O;CHEMBL500257;1
CC(C)=CCCC(C)=CCc1c(O)cc(C=Cc2ccoc2)cc1O;CHEMBL2031956;1
CN(CC#Cc1ccc(CC(C(=O)O)n2cccc2)cc1)c1ccccc1;CHEMBL477941;0
CCc1ccc(OC(C)CCOc2ccc(OC(C)(C)C(=O)O)cc2)c(C(=O)c2ccccc2)c1;CHEMBL2037003;1
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2cccc3ccccc23)cc1;CHEMBL247926;1
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(CNC(=O)C2CC2)Nc2ccccc2C(=O)c2ccccc2)cc1;CHEMBL230731;0
CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(-c2sc(=O)[nH]c2O)cc1;CHEMBL300629;1
COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2cc1CC=C(C)C;CHEMBL458053;1
CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(C(=O)CC)c1O;CHEMBL25710;1
CCCCCCCN(CC(=O)O)Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1;CHEMBL248530;0
CCCc1cc(-c2noc3ccccc23)ccc1OCCCOc1cccc(-c2sc(=O)[nH]c2O)c1;CHEMBL418874;1
Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)O)cc12;CHEMBL4558284;0
COc1cc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2cccc(C(F)(F)F)c2)ccc1O;CHEMBL4558373;1
CCCCN(c1cccc(-c2ccc(Cl)cc2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C;CHEMBL1760272;0
CCCCN(c1cccc(-c2ccc(Cl)cc2)c1OC)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C;CHEMBL1760412;0
Cc1oc(-c2ccccc2)nc1CCCc1ccc(CC(C(=O)O)n2cncn2)cc1;CHEMBL605520;0
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2CN(c3nc(C(F)(F)F)co3)CC2C(=O)O)cc1;CHEMBL3398454;1
Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)OC(C)C)c1;CHEMBL220622;1
CCC(NC(=O)c1ccc2c(ccn2S(=O)(=O)c2cccc3ccccc23)c1)c1ccccc1;CHEMBL3678105;1
C=C(OC(=O)CO)c1c(C(=O)OC)cc2c(O)c3c(c(O)cc4cc(C)c(Cl)c(OC)c43)c(O)c2c1O;CHEMBL254815;1
Cc1cc(Oc2cc(F)cc(CNC(=O)c3ccc(C(F)(F)F)cc3F)c2)ccc1OC(C)(C)C(=O)O;CHEMBL392717;1
COc1ccc(C=Cc2cc(O)c(CC=C(C)CCC=C(C)C)c(O)c2)cc1;CHEMBL2031856;1
CCC(C)(Oc1cccc(Cn2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O;CHEMBL558083;1
Cc1c(Cc2cccc(OCC(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1C(=O)c1ccc(Cl)cc1;CHEMBL556073;1
O=C(Nc1cc(Br)ccc1C(=O)O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1;CHEMBL484467;0
CCCCCCOC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O;CHEMBL482740;1
Cc1cc(Oc2cccc(CNC(=O)c3ccc(OC(F)(F)F)cc3C)c2)ccc1OC(C)(C)C(=O)O;CHEMBL237305;1
Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(Cl)cc4)oc3C)c2)cc1;CHEMBL1089210;0
Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4cccc(Cl)c4)oc3C)c2)cc1;CHEMBL1092931;1
Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C)cc4)oc3C)c2)cc1;CHEMBL1090877;0
CCCc1cc(C(=O)C(C)(C)C)cc(CCC)c1OC(C(=O)O)c1ccccc1;CHEMBL191235;0
Cc1oc(-c2ccccc2)nc1CC#Cc1ccc(CC(C(=O)O)c2ccc(-c3ccccc3)cc2)cc1;CHEMBL476896;0
Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2nn(-c3ccccc3)cc2C(=O)O)cc1;CHEMBL514007;0
CCCc1c(OCCCOc2ccc3c(ccn3CC(=O)O)c2)ccc2c(C(F)(F)F)noc12;CHEMBL200495;1
CCCc1cc(Oc2ccccc2)ccc1OCCCCOc1ccc2c(c1)CCC(C(=O)O)O2;CHEMBL323008;0
Cc1cc(C(Cc2ccc(CCCc3nc(-c4ccccc4)oc3C)cc2)C(=O)O)no1;CHEMBL604491;0
CC1=NC(=O)NC(c2ccc(OCCCOc3cc(C)nc4ccccc34)cc2)C1C(=O)O;CHEMBL394849;1
CC1=NC(=O)NC(c2ccc(OCCOc3cc(C)nc4ccccc34)cc2)C1C(=O)O;CHEMBL230567;1
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNS(=O)(=O)Cc2ccccc2)c1;CHEMBL219773;1
CC(C)C1=CC(C)(C)Oc2cc(OCCCOc3ccc(CC(C)(C)C(=O)O)cc3)c(Cl)cc21;CHEMBL1783064;0
Cc1oc(-c2ccccc2)nc1CCOc1cccc(CN(CC(=O)O)Cc2ccc(OCc3ccccc3)cc2)c1;CHEMBL394947;1
CCCCCCCN(CCc1ccc(OC(C)(CC)C(=O)O)cc1)C(=O)Nc1ccc(F)cc1F;CHEMBL248906;1
Cc1oc(-c2cccs2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1;CHEMBL79426;1
CC(C)(Oc1ccc(OCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)cc1)C(=O)O;CHEMBL206794;1
CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(C(CC)=NO)c1O;CHEMBL1783033;1
CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)noc12;CHEMBL279053;1
CCn1c(SCC(=O)Nc2ccc(C(=O)O)cc2)nnc1-c1cc2cccc(OC)c2o1;CHEMBL491039;0
Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3C(F)(F)F)c2)ccc1OC(C)(C)C(=O)O;CHEMBL237084;1
CCC(C)(Cc1ccc(OCCCOc2ccccc2Cl)cc1)C(=O)O;CHEMBL205665;1
O=C(O)c1ccc(COc2ccc3ccccc3c2C=Nc2ccc(N3CCOCC3)cc2)cc1;CHEMBL491237;0
CCC1(C(=O)O)CCc2ccc(OCCCOc3ccc(C(F)(F)F)cc3Cl)cc2O1;CHEMBL367549;0
CCCCCC=CCC=CCC=CCCCCCCC(=O)O;CHEMBL465183;0
CC(CCOc1ccc(CCC(=O)O)c(C(F)(F)F)c1)Oc1ccc(Cl)cc1Oc1ccccc1;CHEMBL213361;1
O=S(=O)(Nc1cc(Cl)c(Oc2ccc3ncccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl;CHEMBL2338477;1
Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2CN(C(=O)OCC(C)C)CCC2C(=O)O)c1;CHEMBL258212;0
Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2nn(-c3ccccc3)nc2C(=O)O)c1;CHEMBL515106;1
COc1ccc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1;CHEMBL3695838;1
